CustomerID,SimilarCustomerID,Score
C0116,C0125,0.9999350426048196
C0116,C0137,0.9998882979664309
C0117,C0118,0.9999352823142451
C0117,C0155,0.9998431498956687
C0117,C0079,0.999839732438632
C0118,C0191,0.9999559554877134
C0118,C0184,0.9999420742207964
C0118,C0117,0.9999352823142451
C0119,C0172,0.9999798654997607
C0119,C0019,0.9999714584087139
C0119,C0014,0.9999710923995194
C0120,C0191,0.9999750099404948
C0120,C0184,0.9999636332946569
C0120,C0133,0.999948979106399
C0121,C0172,0.9999711001771978
C0121,C0119,0.9999537409095131
C0121,C0014,0.9999514277245077
C0122,C0057,0.9999869799723481
C0122,C0104,0.999984051252824
C0122,C0182,0.9999823546297916
C0123,C0128,0.9999973028423513
C0123,C0005,0.9999920247998791
C0123,C0140,0.9999919349565614
C0124,C0053,0.9999925271563369
C0124,C0149,0.999992158259779
C0124,C0179,0.9999872236319579
C0125,C0116,0.9999350426048196
C0125,C0085,0.9998690706919683
C0125,C0192,0.9998394228983974
C0126,C0012,0.9896862919992866
C0126,C0168,0.9883642551752226
C0126,C0153,0.9794702428696013
C0127,C0135,0.9999934658552099
C0127,C0089,0.999987989449338
C0127,C0103,0.9999864315762773
C0128,C0123,0.9999973028423513
C0128,C0005,0.999994495114212
C0128,C0140,0.9999916508219526
C0129,C0031,0.9999698664044555
C0129,C0164,0.9999086008689124
C0129,C0192,0.9998837497773988
C0130,C0020,0.9998946252283133
C0130,C0164,0.9998628719791577
C0130,C0167,0.9998504556553799
C0131,C0070,0.999970993926856
C0131,C0076,0.9999653488906033
C0131,C0069,0.9999648304223062
C0132,C0077,0.9932331191483439
C0132,C0094,0.9862682260439772
C0132,C0193,0.9861803827983303
C0133,C0001,0.9999930182385431
C0133,C0152,0.9999881031167892
C0133,C0076,0.9999879159538894
C0134,C0111,0.9999343376435246
C0134,C0121,0.9998550926860439
C0134,C0027,0.9998123410347326
C0135,C0069,0.9999947414480159
C0135,C0103,0.9999939811775044
C0135,C0127,0.9999934658552099
C0136,C0075,0.9997817606404135
C0136,C0162,0.9997698389653443
C0136,C0109,0.9997441540235585
C0137,C0116,0.9998882979664309
C0137,C0125,0.9998262906317232
C0137,C0192,0.9998218188413319
C0138,C0200,0.9999948262865682
C0138,C0022,0.9999869341851323
C0138,C0145,0.9999821915803487
C0139,C0024,0.9999984202556625
C0139,C0026,0.9999968901470893
C0139,C0154,0.9999950191911054
C0140,C0005,0.99999906874764
C0140,C0123,0.9999919349565614
C0140,C0128,0.9999916508219526
C0141,C0156,0.99629802988692
C0141,C0173,0.9951898094790492
C0141,C0101,0.9930382448725058
C0142,C0043,0.9992968604422356
C0142,C0161,0.9988826886187349
C0142,C0060,0.9988540998526806
C0143,C0093,0.9999944208146353
C0143,C0045,0.9999726052628611
C0143,C0175,0.9999646537806346
C0144,C0151,0.9999571736011272
C0144,C0029,0.9999461690819752
C0144,C0073,0.9998645865117066
C0145,C0200,0.9999955231182444
C0145,C0022,0.9999906186050431
C0145,C0028,0.9999846152570856
C0146,C0007,0.9999977804370052
C0146,C0092,0.9999888108073883
C0146,C0005,0.9999793631058977
C0147,C0081,0.9995850975740039
C0147,C0137,0.9995845200987795
C0147,C0169,0.9993959841268817
C0148,C0163,0.9999968201218767
C0148,C0102,0.9999759102723437
C0148,C0037,0.9999739823452612
C0149,C0179,0.9999936794522387
C0149,C0124,0.999992158259779
C0149,C0053,0.999989324711326
C0150,C0083,0.9995320414194014
C0150,C0015,0.999528194647577
C0150,C0130,0.9995213635752068
C0151,C0144,0.9999571736011272
C0151,C0062,0.9999196670103511
C0151,C0071,0.9998711413863081
C0152,C0001,0.9999971019111189
C0152,C0052,0.9999939675279047
C0152,C0076,0.9999934816924188
C0153,C0018,0.9992494902058309
C0153,C0011,0.9987314362868459
C0153,C0013,0.9984205013796503
C0154,C0026,0.9999985186000774
C0154,C0139,0.9999950191911054
C0154,C0024,0.9999940815629291
C0155,C0096,0.9999529977267895
C0155,C0037,0.9999410477361848
C0155,C0188,0.9998981001354199
C0156,C0046,0.9979609783678689
C0156,C0141,0.99629802988692
C0156,C0018,0.9959120605602862
C0157,C0025,0.9999971594918013
C0157,C0036,0.9999857515919294
C0157,C0172,0.9999825956722163
C0158,C0184,0.9999721491301997
C0158,C0050,0.9999481420648878
C0158,C0016,0.9999243967828051
C0159,C0110,0.9999988886730719
C0159,C0088,0.9999805120789136
C0159,C0123,0.9999740706975911
C0160,C0194,0.9999943250843104
C0160,C0047,0.9999940800500577
C0160,C0189,0.9999913253079257
C0161,C0134,0.9995868757647223
C0161,C0136,0.999290948748673
C0161,C0111,0.9992742471990701
C0162,C0175,0.9999340286957187
C0162,C0143,0.9998157196232028
C0162,C0075,0.9997834530419122
C0163,C0148,0.9999968201218767
C0163,C0102,0.9999795509619641
C0163,C0104,0.9999773098735972
C0164,C0129,0.9999086008689124
C0164,C0120,0.9998927384191151
C0164,C0118,0.9998922331174745
C0165,C0017,0.9999040403770874
C0165,C0068,0.9997445317311062
C0165,C0109,0.9995914642310054
C0166,C0019,0.9999957632902106
C0166,C0199,0.9999945855948745
C0166,C0197,0.999991910253836
C0167,C0020,0.9999917152570652
C0167,C0061,0.9999818594766191
C0167,C0009,0.9999129668051591
C0168,C0126,0.9883642551752226
C0168,C0012,0.9821641286834015
C0168,C0011,0.9808875864081181
C0169,C0081,0.9998362310272648
C0169,C0034,0.9994930211989266
C0169,C0165,0.9994768184341389
C0170,C0096,0.9999567129847632
C0170,C0037,0.9999321807980965
C0170,C0188,0.9999201592036902
C0171,C0174,0.8970769643689842
C0171,C0126,0.8936602295962917
C0171,C0168,0.8619932637129765
C0172,C0019,0.9999842985130427
C0172,C0157,0.9999825956722163
C0172,C0119,0.9999798654997607
C0173,C0141,0.9951898094790492
C0173,C0156,0.9911718389958414
C0173,C0101,0.9857532870166108
C0174,C0126,0.9657661252658857
C0174,C0094,0.9433435308455925
C0174,C0012,0.9385878432835137
C0175,C0143,0.9999646537806346
C0175,C0093,0.9999485070363835
C0175,C0162,0.9999340286957187
C0176,C0147,0.9987572373917077
C0176,C0032,0.9987047865526334
C0176,C0083,0.9985551557617641
C0177,C0178,0.9999949946280025
C0177,C0002,0.9999890630040126
C0177,C0140,0.9999864891687872
C0178,C0002,0.9999955317324155
C0178,C0177,0.9999949946280025
C0178,C0027,0.9999907158144545
C0179,C0086,0.9999937788760274
C0179,C0149,0.9999936794522387
C0179,C0124,0.9999872236319579
C0181,C0047,0.9999934812600593
C0181,C0001,0.9999931087277139
C0181,C0024,0.9999883310611627
C0182,C0057,0.999995519354014
C0182,C0105,0.9999934918693504
C0182,C0122,0.9999823546297916
C0183,C0006,0.9999959699758956
C0183,C0048,0.9999789395085387
C0183,C0133,0.9999781447035083
C0184,C0158,0.9999721491301997
C0184,C0183,0.9999641089161315
C0184,C0120,0.9999636332946569
C0185,C0048,0.9999741251402846
C0185,C0127,0.9999645420237012
C0185,C0026,0.999963003195377
C0186,C0080,0.9999986076406384
C0186,C0128,0.9999862763407472
C0186,C0123,0.9999746772732248
C0187,C0064,0.9997333909791349
C0187,C0085,0.9993573018344848
C0187,C0125,0.9993091346541075
C0188,C0102,0.9999864522145953
C0188,C0087,0.9999849907151542
C0188,C0163,0.999962162987791
C0189,C0035,0.9999979146177569
C0189,C0038,0.9999955463849086
C0189,C0160,0.9999913253079257
C0190,C0030,0.9999783768260985
C0190,C0098,0.9999668415528952
C0190,C0055,0.9999652209188539
C0191,C0120,0.9999750099404948
C0191,C0098,0.9999712065465224
C0191,C0184,0.9999561621167303
C0192,C0116,0.9999420222734882
C0192,C0129,0.9998837497773988
C0192,C0125,0.9998394228983974
C0193,C0033,0.9904223878794849
C0193,C0043,0.9894106761122278
C0193,C0142,0.9888332500455271
C0194,C0160,0.9999943250843104
C0194,C0047,0.9999871795239608
C0194,C0024,0.99998662990312
C0195,C0039,0.9999970975156433
C0195,C0108,0.9999856959665699
C0195,C0113,0.9999781860220465
C0196,C0100,0.9999875785702399
C0196,C0127,0.9999523469127759
C0196,C0066,0.9999506156631108
C0197,C0199,0.9999963140601205
C0197,C0166,0.999991910253836
C0197,C0019,0.9999834604773582
C0198,C0009,0.999898165976598
C0198,C0062,0.9998770849262502
C0198,C0061,0.9998544754624619
C0199,C0197,0.9999963140601205
C0199,C0166,0.9999945855948745
C0199,C0019,0.9999876405038034
C0200,C0145,0.9999955231182444
C0200,C0138,0.9999948262865682
C0200,C0022,0.9999905649906121
